날짜,요일,날씨,기온,강수mm,행사중여부,공휴일여부,신메뉴여부,품목,구분,수요,판매수량,매진여부,매진시각,비고_시나리오
2025-02-03,월,비,6.4,7.2,False,False,False,뉴욕 치즈 케이크,완제품,7,7,False,,정상
2025-02-03,월,비,6.4,7.2,False,False,False,카페 라테,판매음료,30,30,False,,정상
2025-02-03,월,비,6.4,7.2,False,False,False,아메리카노,판매음료,38,38,False,,정상
2025-02-03,월,비,6.4,7.2,False,False,False,카페 모카,판매음료,14,14,False,,정상
2025-02-03,월,비,6.4,7.2,False,False,False,그린 티 라테,판매음료,10,10,False,,정상
2025-02-04,화,맑음,-0.3,0.0,False,False,False,치킨 토마토 치즈 샌드위치,완제품,17,17,False,,정상
2025-02-04,화,맑음,-0.3,0.0,False,False,False,단호박 에그 샌드위치,완제품,13,13,False,,정상
2025-02-04,화,맑음,-0.3,0.0,False,False,False,크루아상,완제품,24,24,False,,정상
2025-02-04,화,맑음,-0.3,0.0,False,False,False,뉴욕 치즈 케이크,완제품,8,8,False,,정상
2025-02-04,화,맑음,-0.3,0.0,False,False,False,카페 라테,판매음료,40,40,False,,정상
2025-02-04,화,맑음,-0.3,0.0,False,False,False,아메리카노,판매음료,46,46,False,,정상
2025-02-04,화,맑음,-0.3,0.0,False,False,False,카페 모카,판매음료,18,18,False,,정상
2025-02-04,화,맑음,-0.3,0.0,False,False,False,그린 티 라테,판매음료,13,13,False,,정상
2025-02-05,수,맑음,-0.2,0.0,False,False,False,치킨 토마토 치즈 샌드위치,완제품,18,18,False,,정상
2025-02-05,수,맑음,-0.2,0.0,False,False,False,단호박 에그 샌드위치,완제품,13,13,False,,정상
2025-02-05,수,맑음,-0.2,0.0,False,False,False,크루아상,완제품,25,25,False,,정상
2025-02-05,수,맑음,-0.2,0.0,False,False,False,뉴욕 치즈 케이크,완제품,9,9,False,,정상
2025-02-05,수,맑음,-0.2,0.0,False,False,False,카페 라테,판매음료,34,34,False,,정상
2025-02-05,수,맑음,-0.2,0.0,False,False,False,아메리카노,판매음료,45,45,False,,정상
2025-02-05,수,맑음,-0.2,0.0,False,False,False,카페 모카,판매음료,16,16,False,,정상
2025-02-05,수,맑음,-0.2,0.0,False,False,False,그린 티 라테,판매음료,12,12,False,,정상
2025-02-06,목,맑음,5.8,0.0,False,False,False,치킨 토마토 치즈 샌드위치,완제품,17,17,False,,정상
2025-02-06,목,맑음,5.8,0.0,False,False,False,단호박 에그 샌드위치,완제품,14,14,False,,정상
2025-02-06,목,맑음,5.8,0.0,False,False,False,크루아상,완제품,25,25,False,,정상
2025-02-06,목,맑음,5.8,0.0,False,False,False,뉴욕 치즈 케이크,완제품,9,9,False,,정상
2025-02-06,목,맑음,5.8,0.0,False,False,False,카페 라테,판매음료,37,37,False,,정상
2025-02-06,목,맑음,5.8,0.0,False,False,False,아메리카노,판매음료,45,45,False,,정상
2025-02-06,목,맑음,5.8,0.0,False,False,False,카페 모카,판매음료,18,18,False,,정상
2025-02-06,목,맑음,5.8,0.0,False,False,False,그린 티 라테,판매음료,13,13,False,,정상
2025-02-07,금,맑음,3.6,0.0,True,False,False,치킨 토마토 치즈 샌드위치,완제품,22,22,False,,할인행사
2025-02-07,금,맑음,3.6,0.0,True,False,False,단호박 에그 샌드위치,완제품,16,16,False,,할인행사
2025-02-07,금,맑음,3.6,0.0,True,False,False,크루아상,완제품,31,31,False,,할인행사
2025-02-07,금,맑음,3.6,0.0,True,False,False,뉴욕 치즈 케이크,완제품,11,11,False,,할인행사
2025-02-07,금,맑음,3.6,0.0,True,False,False,카페 라테,판매음료,49,49,False,,할인행사
2025-02-07,금,맑음,3.6,0.0,True,False,False,아메리카노,판매음료,64,64,False,,할인행사
2025-02-07,금,맑음,3.6,0.0,True,False,False,카페 모카,판매음료,23,23,False,,할인행사
2025-02-07,금,맑음,3.6,0.0,True,False,False,그린 티 라테,판매음료,17,17,False,,할인행사
2025-02-08,토,흐림,0.9,0.0,False,False,False,치킨 토마토 치즈 샌드위치,완제품,22,22,False,,정상
2025-02-08,토,흐림,0.9,0.0,False,False,False,단호박 에그 샌드위치,완제품,17,17,False,,정상
2025-02-08,토,흐림,0.9,0.0,False,False,False,크루아상,완제품,33,33,False,,정상
2025-02-08,토,흐림,0.9,0.0,False,False,False,뉴욕 치즈 케이크,완제품,11,11,False,,정상
2025-02-08,토,흐림,0.9,0.0,False,False,False,카페 라테,판매음료,49,49,False,,정상
2025-02-08,토,흐림,0.9,0.0,False,False,False,아메리카노,판매음료,58,58,False,,정상
2025-02-08,토,흐림,0.9,0.0,False,False,False,카페 모카,판매음료,22,22,False,,정상
2025-02-08,토,흐림,0.9,0.0,False,False,False,그린 티 라테,판매음료,16,16,False,,정상
2025-02-09,일,흐림,3.7,0.0,True,False,False,치킨 토마토 치즈 샌드위치,완제품,25,25,False,,할인행사
2025-02-09,일,흐림,3.7,0.0,True,False,False,단호박 에그 샌드위치,완제품,20,20,False,,할인행사
2025-02-09,일,흐림,3.7,0.0,True,False,False,크루아상,완제품,35,35,False,,할인행사
2025-02-09,일,흐림,3.7,0.0,True,False,False,뉴욕 치즈 케이크,완제품,13,13,False,,할인행사
2025-02-09,일,흐림,3.7,0.0,True,False,False,카페 라테,판매음료,52,52,False,,할인행사
2025-02-09,일,흐림,3.7,0.0,True,False,False,아메리카노,판매음료,65,65,False,,할인행사
2025-02-09,일,흐림,3.7,0.0,True,False,False,카페 모카,판매음료,25,25,False,,할인행사
2025-02-09,일,흐림,3.7,0.0,True,False,False,그린 티 라테,판매음료,19,19,False,,할인행사
2025-02-10,월,흐림,-3.1,0.0,True,False,False,치킨 토마토 치즈 샌드위치,완제품,19,19,False,,할인행사
2025-02-10,월,흐림,-3.1,0.0,True,False,False,단호박 에그 샌드위치,완제품,16,16,False,,할인행사
2025-02-10,월,흐림,-3.1,0.0,True,False,False,크루아상,완제품,29,29,False,,할인행사
2025-02-10,월,흐림,-3.1,0.0,True,False,False,뉴욕 치즈 케이크,완제품,11,11,False,,할인행사
2025-02-10,월,흐림,-3.1,0.0,True,False,False,카페 라테,판매음료,46,46,False,,할인행사
2025-02-10,월,흐림,-3.1,0.0,True,False,False,아메리카노,판매음료,52,52,False,,할인행사
2025-02-10,월,흐림,-3.1,0.0,True,False,False,카페 모카,판매음료,19,19,False,,할인행사
2025-02-10,월,흐림,-3.1,0.0,True,False,False,그린 티 라테,판매음료,14,14,False,,할인행사
2025-02-11,화,흐림,3.4,0.0,False,False,False,치킨 토마토 치즈 샌드위치,완제품,18,18,False,,정상
2025-02-11,화,흐림,3.4,0.0,False,False,False,단호박 에그 샌드위치,완제품,13,13,False,,정상
2025-02-11,화,흐림,3.4,0.0,False,False,False,크루아상,완제품,24,24,False,,정상
2025-02-11,화,흐림,3.4,0.0,False,False,False,뉴욕 치즈 케이크,완제품,8,8,False,,정상
2025-02-11,화,흐림,3.4,0.0,False,False,False,카페 라테,판매음료,38,38,False,,정상
2025-02-11,화,흐림,3.4,0.0,False,False,False,아메리카노,판매음료,48,48,False,,정상
2025-02-11,화,흐림,3.4,0.0,False,False,False,카페 모카,판매음료,16,16,False,,정상
2025-02-11,화,흐림,3.4,0.0,False,False,False,그린 티 라테,판매음료,13,13,False,,정상
2025-02-12,수,비,-0.8,2.8,False,False,False,치킨 토마토 치즈 샌드위치,완제품,13,13,False,,정상
2025-02-12,수,비,-0.8,2.8,False,False,False,단호박 에그 샌드위치,완제품,10,10,False,,정상
2025-02-12,수,비,-0.8,2.8,False,False,False,크루아상,완제품,17,17,False,,정상
2025-02-12,수,비,-0.8,2.8,False,False,False,뉴욕 치즈 케이크,완제품,6,6,False,,정상
2025-02-12,수,비,-0.8,2.8,False,False,False,카페 라테,판매음료,28,28,False,,정상
2025-02-12,수,비,-0.8,2.8,False,False,False,아메리카노,판매음료,33,33,False,,정상
2025-02-12,수,비,-0.8,2.8,False,False,False,카페 모카,판매음료,11,11,False,,정상
2025-02-12,수,비,-0.8,2.8,False,False,False,그린 티 라테,판매음료,10,10,False,,정상
2025-02-13,목,맑음,3.8,0.0,False,False,False,치킨 토마토 치즈 샌드위치,완제품,19,19,False,,정상
2025-02-13,목,맑음,3.8,0.0,False,False,False,단호박 에그 샌드위치,완제품,13,13,False,,정상
2025-02-13,목,맑음,3.8,0.0,False,False,False,크루아상,완제품,25,25,False,,정상
2025-02-13,목,맑음,3.8,0.0,False,False,False,뉴욕 치즈 케이크,완제품,8,8,False,,정상
2025-02-13,목,맑음,3.8,0.0,False,False,False,카페 라테,판매음료,41,41,False,,정상
2025-02-13,목,맑음,3.8,0.0,False,False,False,아메리카노,판매음료,47,47,False,,정상
2025-02-13,목,맑음,3.8,0.0,False,False,False,카페 모카,판매음료,18,18,False,,정상
2025-02-13,목,맑음,3.8,0.0,False,False,False,그린 티 라테,판매음료,14,14,False,,정상
2025-02-14,금,맑음,0.7,0.0,True,False,False,치킨 토마토 치즈 샌드위치,완제품,22,22,False,,할인행사
2025-02-14,금,맑음,0.7,0.0,True,False,False,단호박 에그 샌드위치,완제품,17,17,False,,할인행사
2025-02-14,금,맑음,0.7,0.0,True,False,False,크루아상,완제품,31,31,False,,할인행사
2025-02-14,금,맑음,0.7,0.0,True,False,False,뉴욕 치즈 케이크,완제품,12,12,False,,할인행사
2025-02-14,금,맑음,0.7,0.0,True,False,False,카페 라테,판매음료,48,48,False,,할인행사
2025-02-14,금,맑음,0.7,0.0,True,False,False,아메리카노,판매음료,61,61,False,,할인행사
2025-02-14,금,맑음,0.7,0.0,True,False,False,카페 모카,판매음료,23,23,False,,할인행사
2025-02-14,금,맑음,0.7,0.0,True,False,False,그린 티 라테,판매음료,18,18,False,,할인행사
2025-02-15,토,맑음,2.9,0.0,False,False,False,치킨 토마토 치즈 샌드위치,완제품,24,24,False,,정상
2025-02-15,토,맑음,2.9,0.0,False,False,False,단호박 에그 샌드위치,완제품,19,19,False,,정상
2025-02-15,토,맑음,2.9,0.0,False,False,False,크루아상,완제품,34,34,False,,정상
2025-02-15,토,맑음,2.9,0.0,False,False,False,뉴욕 치즈 케이크,완제품,12,12,False,,정상
2025-02-15,토,맑음,2.9,0.0,False,False,False,카페 라테,판매음료,54,54,False,,정상
2025-02-15,토,맑음,2.9,0.0,False,False,False,아메리카노,판매음료,67,67,False,,정상
2025-02-15,토,맑음,2.9,0.0,False,False,False,카페 모카,판매음료,22,22,False,,정상
2025-02-15,토,맑음,2.9,0.0,False,False,False,그린 티 라테,판매음료,19,19,False,,정상
2025-02-16,일,흐림,2.1,0.0,False,False,False,치킨 토마토 치즈 샌드위치,완제품,21,21,False,,정상
2025-02-16,일,흐림,2.1,0.0,False,False,False,단호박 에그 샌드위치,완제품,16,16,False,,정상
2025-02-16,일,흐림,2.1,0.0,False,False,False,크루아상,완제품,28,28,False,,정상
2025-02-16,일,흐림,2.1,0.0,False,False,False,뉴욕 치즈 케이크,완제품,10,10,False,,정상
2025-02-16,일,흐림,2.1,0.0,False,False,False,카페 라테,판매음료,48,48,False,,정상
2025-02-16,일,흐림,2.1,0.0,False,False,False,아메리카노,판매음료,58,58,False,,정상
2025-02-16,일,흐림,2.1,0.0,False,False,False,카페 모카,판매음료,20,20,False,,정상
2025-02-16,일,흐림,2.1,0.0,False,False,False,그린 티 라테,판매음료,15,15,False,,정상
2025-02-17,월,맑음,-1.0,0.0,False,False,False,치킨 토마토 치즈 샌드위치,완제품,17,17,False,,정상
2025-02-17,월,맑음,-1.0,0.0,False,False,False,단호박 에그 샌드위치,완제품,13,13,False,,정상
2025-02-17,월,맑음,-1.0,0.0,False,False,False,크루아상,완제품,25,25,False,,정상
2025-02-17,월,맑음,-1.0,0.0,False,False,False,뉴욕 치즈 케이크,완제품,9,9,False,,정상
2025-02-17,월,맑음,-1.0,0.0,False,False,False,카페 라테,판매음료,36,36,False,,정상
2025-02-17,월,맑음,-1.0,0.0,False,False,False,아메리카노,판매음료,51,51,False,,정상
2025-02-17,월,맑음,-1.0,0.0,False,False,False,카페 모카,판매음료,18,18,False,,정상
2025-02-17,월,맑음,-1.0,0.0,False,False,False,그린 티 라테,판매음료,13,13,False,,정상
2025-02-18,화,흐림,-2.3,0.0,False,False,False,치킨 토마토 치즈 샌드위치,완제품,18,18,False,,정상
2025-02-18,화,흐림,-2.3,0.0,False,False,False,단호박 에그 샌드위치,완제품,13,13,False,,정상
2025-02-18,화,흐림,-2.3,0.0,False,False,False,크루아상,완제품,23,23,False,,정상
2025-02-18,화,흐림,-2.3,0.0,False,False,False,뉴욕 치즈 케이크,완제품,8,8,False,,정상
2025-02-18,화,흐림,-2.3,0.0,False,False,False,카페 라테,판매음료,37,37,False,,정상
2025-02-18,화,흐림,-2.3,0.0,False,False,False,아메리카노,판매음료,45,45,False,,정상
2025-02-18,화,흐림,-2.3,0.0,False,False,False,카페 모카,판매음료,17,17,False,,정상
2025-02-18,화,흐림,-2.3,0.0,False,False,False,그린 티 라테,판매음료,12,12,False,,정상
2025-02-19,수,흐림,-5.3,0.0,False,False,False,치킨 토마토 치즈 샌드위치,완제품,17,17,False,,정상
2025-02-19,수,흐림,-5.3,0.0,False,False,False,단호박 에그 샌드위치,완제품,11,11,False,,정상
2025-02-19,수,흐림,-5.3,0.0,False,False,False,크루아상,완제품,23,23,False,,정상
2025-02-19,수,흐림,-5.3,0.0,False,False,False,뉴욕 치즈 케이크,완제품,8,8,False,,정상
2025-02-19,수,흐림,-5.3,0.0,False,False,False,카페 라테,판매음료,35,35,False,,정상
2025-02-19,수,흐림,-5.3,0.0,False,False,False,아메리카노,판매음료,43,43,False,,정상
2025-02-19,수,흐림,-5.3,0.0,False,False,False,카페 모카,판매음료,16,16,False,,정상
2025-02-19,수,흐림,-5.3,0.0,False,False,False,그린 티 라테,판매음료,12,12,False,,정상
2025-02-20,목,맑음,3.0,0.0,False,False,False,치킨 토마토 치즈 샌드위치,완제품,18,18,False,,정상
2025-02-20,목,맑음,3.0,0.0,False,False,False,단호박 에그 샌드위치,완제품,14,14,False,,정상
2025-02-20,목,맑음,3.0,0.0,False,False,False,크루아상,완제품,23,23,False,,정상
2025-02-20,목,맑음,3.0,0.0,False,False,False,뉴욕 치즈 케이크,완제품,9,9,False,,정상
2025-02-20,목,맑음,3.0,0.0,False,False,False,카페 라테,판매음료,39,39,False,,정상
2025-02-20,목,맑음,3.0,0.0,False,False,False,아메리카노,판매음료,50,50,False,,정상
2025-02-20,목,맑음,3.0,0.0,False,False,False,카페 모카,판매음료,16,16,False,,정상
2025-02-20,목,맑음,3.0,0.0,False,False,False,그린 티 라테,판매음료,14,14,False,,정상
2025-02-21,금,맑음,2.2,0.0,False,False,False,치킨 토마토 치즈 샌드위치,완제품,19,19,False,,정상
2025-02-21,금,맑음,2.2,0.0,False,False,False,단호박 에그 샌드위치,완제품,15,15,False,,정상
2025-02-21,금,맑음,2.2,0.0,False,False,False,크루아상,완제품,27,27,False,,정상
2025-02-21,금,맑음,2.2,0.0,False,False,False,뉴욕 치즈 케이크,완제품,10,10,False,,정상
2025-02-21,금,맑음,2.2,0.0,False,False,False,카페 라테,판매음료,41,41,False,,정상
2025-02-21,금,맑음,2.2,0.0,False,False,False,아메리카노,판매음료,49,49,False,,정상
2025-02-21,금,맑음,2.2,0.0,False,False,False,카페 모카,판매음료,17,17,False,,정상
2025-02-21,금,맑음,2.2,0.0,False,False,False,그린 티 라테,판매음료,14,14,False,,정상
2025-02-22,토,비,-1.0,14.9,False,False,False,치킨 토마토 치즈 샌드위치,완제품,17,17,False,,정상
2025-02-22,토,비,-1.0,14.9,False,False,False,단호박 에그 샌드위치,완제품,15,15,False,,정상
2025-02-22,토,비,-1.0,14.9,False,False,False,크루아상,완제품,26,26,False,,정상
2025-02-22,토,비,-1.0,14.9,False,False,False,뉴욕 치즈 케이크,완제품,9,9,False,,정상
2025-02-22,토,비,-1.0,14.9,False,False,False,카페 라테,판매음료,40,40,False,,정상
2025-02-22,토,비,-1.0,14.9,False,False,False,아메리카노,판매음료,45,45,False,,정상
2025-02-22,토,비,-1.0,14.9,False,False,False,카페 모카,판매음료,18,18,False,,정상
2025-02-22,토,비,-1.0,14.9,False,False,False,그린 티 라테,판매음료,13,13,False,,정상
2025-02-23,일,흐림,-7.2,0.0,False,False,False,치킨 토마토 치즈 샌드위치,완제품,21,21,False,,정상
2025-02-23,일,흐림,-7.2,0.0,False,False,False,단호박 에그 샌드위치,완제품,15,15,False,,정상
2025-02-23,일,흐림,-7.2,0.0,False,False,False,크루아상,완제품,29,29,False,,정상
2025-02-23,일,흐림,-7.2,0.0,False,False,False,뉴욕 치즈 케이크,완제품,10,10,False,,정상
2025-02-23,일,흐림,-7.2,0.0,False,False,False,카페 라테,판매음료,42,42,False,,정상
2025-02-23,일,흐림,-7.2,0.0,False,False,False,아메리카노,판매음료,56,56,False,,정상
2025-02-23,일,흐림,-7.2,0.0,False,False,False,카페 모카,판매음료,21,21,False,,정상
2025-02-23,일,흐림,-7.2,0.0,False,False,False,그린 티 라테,판매음료,15,15,False,,정상
2025-02-24,월,비,-2.4,15.5,False,False,False,치킨 토마토 치즈 샌드위치,완제품,13,13,False,,정상
2025-02-24,월,비,-2.4,15.5,False,False,False,단호박 에그 샌드위치,완제품,10,10,False,,정상
2025-02-24,월,비,-2.4,15.5,False,False,False,크루아상,완제품,19,19,False,,정상
2025-02-24,월,비,-2.4,15.5,False,False,False,뉴욕 치즈 케이크,완제품,6,6,False,,정상
2025-02-24,월,비,-2.4,15.5,False,False,False,카페 라테,판매음료,30,30,False,,정상
2025-02-24,월,비,-2.4,15.5,False,False,False,아메리카노,판매음료,34,34,False,,정상
2025-02-24,월,비,-2.4,15.5,False,False,False,카페 모카,판매음료,14,14,False,,정상
2025-02-24,월,비,-2.4,15.5,False,False,False,그린 티 라테,판매음료,10,10,False,,정상
2025-02-25,화,맑음,1.8,0.0,False,False,False,치킨 토마토 치즈 샌드위치,완제품,19,19,False,,정상
2025-02-25,화,맑음,1.8,0.0,False,False,False,단호박 에그 샌드위치,완제품,13,13,False,,정상
2025-02-25,화,맑음,1.8,0.0,False,False,False,크루아상,완제품,25,25,False,,정상
2025-02-25,화,맑음,1.8,0.0,False,False,False,뉴욕 치즈 케이크,완제품,9,9,False,,정상
